entity_type,entity_id,action,detail,user_id,created_at
task,65,uploaded,"Screenshot 2026-05-07 at 11.12.13 AM.png",2,"2026-05-07 18:13:41"
task,65,commented,"Are you able to call the Shopify Shipping and delivery settings which we already",2,"2026-05-07 18:14:48"
task,65,commented,"Are you able to call the Shopify Shipping and delivery settings which we already",2,"2026-05-07 18:14:50"
task,51,status:Completed,"Pending → Completed",2,"2026-05-08 16:48:54"
task,87,uploaded,"Screenshot 2026-05-09 at 12.37.17 AM.png",1,"2026-05-08 19:16:08"
task,87,commented,"I’ve implemented a compact colour tab. You can view it on this page: https://cel",1,"2026-05-08 19:31:27"
task,87,"status:Ready for Review","Pending → Ready for Review",1,"2026-05-08 19:32:11"
task,76,commented,"If you can implement b option, it would be great.",2,"2026-05-11 17:13:31"
task,76,uploaded,"Screenshot 2026-05-11 at 10.12.03 AM.png",2,"2026-05-11 17:13:40"
task,81,commented,"Tested working.",2,"2026-05-11 17:19:56"
task,81,uploaded,"Screenshot 2026-05-11 at 10.18.29 AM.png",2,"2026-05-11 17:20:07"
task,81,uploaded,"Screenshot 2026-05-11 at 10.19.02 AM.png",2,"2026-05-11 17:20:11"
task,81,status:Completed,"Ready for Review → Completed",2,"2026-05-11 17:20:15"
task,87,commented,"Your design looks compact, but only the small circle showing the color is hard t",2,"2026-05-11 19:46:28"
task,87,commented,"Your design looks compact, but only the small circle showing the color is hard t",2,"2026-05-11 19:46:29"
task,87,uploaded,"Screenshot 2026-05-11 at 12.40.54 PM.png",2,"2026-05-11 19:46:42"
task,87,uploaded,"Screenshot 2026-05-11 at 12.39.30 PM.png",2,"2026-05-11 19:46:49"
task,87,status:Pending,"Ready for Review → Pending",2,"2026-05-11 19:46:57"
task,71,commented,"Thanks for the assessment. I’d like to clarify whether there is a third option a",2,"2026-05-11 20:01:21"
task,72,commented,"Please share the STANDARD size for best product images' presence in current temp",2,"2026-05-11 20:04:10"
task,73,commented,"I close this task for now. Not a priority one.",2,"2026-05-11 20:08:01"
task,73,status:Completed,"Needs Clarification → Completed",2,"2026-05-11 20:08:06"
task,88,created,"Update tandoor image in the Hero Slider",2,"2026-05-11 20:14:03"
task,88,uploaded,"Screenshot 2026-05-11 at 1.08.56 PM.png",2,"2026-05-11 20:14:05"
task,83,commented,"1. ALL BRANDS PAGE:
a. Please check the newly added 3 brands ""Ariane"", ""Porto B",2,"2026-05-11 21:04:18"
task,89,created,"Our Trusted Restaurant Partners - new section in main page & a new partners page",2,"2026-05-11 22:12:19"
task,89,uploaded,"ChatGPT Image May 11, 2026 at 03_00_22 PM.png",2,"2026-05-11 22:12:22"
task,89,uploaded,"ChatGPT Image May 11, 2026 at 02_53_53 PM.png",2,"2026-05-11 22:12:22"
task,89,edited,"Metadata updated",2,"2026-05-11 22:29:06"
task,89,uploaded,"ChatGPT Image May 11, 2026, 03_24_13 PM.png",2,"2026-05-11 22:29:30"
task,89,edited,"Metadata updated",2,"2026-05-11 22:51:19"
task,89,edited,"Metadata updated",2,"2026-05-12 16:50:24"
task,90,created,"Repeated ""Free Shipping"" Lable in SSP",2,"2026-05-13 16:18:50"
task,90,uploaded,"Screenshot 2026-05-13 at 9.17.13 AM.png",2,"2026-05-13 16:18:52"
task,91,created,"Financing Button directs to 404 page",2,"2026-05-13 16:35:23"
task,91,uploaded,"Screenshot 2026-05-13 at 9.29.52 AM.png",2,"2026-05-13 16:35:24"
task,92,created,"Track Order button update landing page",2,"2026-05-13 16:50:50"
task,93,created,"Track Order button update landing page",2,"2026-05-13 16:50:52"
task,92,uploaded,"Screenshot 2026-05-13 at 9.49.31 AM.png",2,"2026-05-13 16:50:52"
task,92,uploaded,"Screenshot 2026-05-13 at 9.27.16 AM.png",2,"2026-05-13 16:50:52"
task,93,uploaded,"Screenshot 2026-05-13 at 9.49.31 AM.png",2,"2026-05-13 16:50:53"
task,93,uploaded,"Screenshot 2026-05-13 at 9.27.16 AM.png",2,"2026-05-13 16:50:53"
task,81,status:Pending,"Completed → Pending",2,"2026-05-13 16:54:36"
task,81,commented,"1. I'm afraid it's not working consistently. Received a General Inquiry yesterda",2,"2026-05-13 16:58:47"
task,81,uploaded,"Screenshot 2026-05-13 at 9.56.49 AM.png",2,"2026-05-13 16:59:06"
task,81,uploaded,"Screenshot 2026-05-13 at 9.57.15 AM.png",2,"2026-05-13 16:59:17"
task,81,uploaded,"Screenshot 2026-05-13 at 9.52.13 AM.png",2,"2026-05-13 16:59:23"
task,93,commented,"Closed this repeated request. Sry for confusion.",2,"2026-05-13 17:00:39"
task,93,status:Completed,"Pending → Completed",2,"2026-05-13 17:00:43"
task,90,edited,"Metadata updated",2,"2026-05-13 17:00:55"
task,89,edited,"Metadata updated",2,"2026-05-13 17:55:17"
task,94,created,"Use Case image remove emoji",2,"2026-05-13 19:02:09"
task,94,uploaded,"WhatsApp Image 2026-05-05 at 10.54.44.jpeg",2,"2026-05-13 19:02:12"
task,95,created,"Use Case section new pages",2,"2026-05-13 20:06:21"
task,95,uploaded,"Screenshot 2026-05-13 at 12.20.54 PM.png",2,"2026-05-13 20:06:23"
task,95,uploaded,"Grocery Store Page.png",2,"2026-05-13 20:06:23"
task,95,uploaded,"Business Type Page.png",2,"2026-05-13 20:06:23"
task,81,commented,"Realized that email address maybe bot/spam. Since today we got another similar o",2,"2026-05-13 20:41:16"
task,95,edited,"Metadata updated",2,"2026-05-13 20:45:38"
task,95,edited,"Metadata updated",2,"2026-05-13 20:53:34"
task,71,"status:Ready for Review","Needs Clarification → Ready for Review",1,"2026-05-14 15:35:26"
task,72,"status:Ready for Review","Needs Clarification → Ready for Review",1,"2026-05-14 15:35:51"
task,71,commented,"After reviewing the options, I think we can simplify the approach further since ",2,"2026-05-14 16:34:57"
task,71,status:Pending,"Ready for Review → Pending",2,"2026-05-14 16:35:05"
task,71,uploaded,"ChatGPT Image May 14, 2026, 09_34_22 AM.png",2,"2026-05-14 16:35:20"
task,72,status:Completed,"Ready for Review → Completed",2,"2026-05-14 16:48:52"
task,57,commented,"Seems the ""Copy Code"" doesn't work? 
Or you can share with me via Google Drive/",2,"2026-05-14 21:35:26"
task,71,uploaded,"Screenshot 2026-05-15 at 4.35.03 PM.png",1,"2026-05-15 11:05:23"
task,71,commented,"Changes are implemented as needed.",1,"2026-05-15 11:05:58"
task,71,commented,"Changes are implemented as needed.",1,"2026-05-15 11:05:59"
task,71,commented,"Thumbnail Icons are good. New bugs:
1. Some Spec Sheet links messy. e.g. SKU: W",2,"2026-05-15 17:07:57"
task,71,uploaded,"Screenshot 2026-05-15 at 9.58.53 AM.png",2,"2026-05-15 17:08:06"
task,71,commented,"1. messy link is fixed (Done)
2. I can implement it like that but you need  to ",1,"2026-05-15 18:04:13"
task,71,commented,"1. messy link is fixed (Done)
2. I can implement it like that but you need  to ",1,"2026-05-15 18:04:15"
task,71,"status:Needs Clarification","Pending → Needs Clarification",1,"2026-05-15 18:04:26"
task,71,commented,"1. Don't set to Download. Open a new preview tab by default.
2. Yes, will name ",2,"2026-05-15 19:18:36"
task,71,status:Pending,"Needs Clarification → Pending",2,"2026-05-15 19:18:42"
task,83,status_change,"Status changed from Needs Clarification to Ready for Review",1,"2026-05-18 09:57:58"
task,91,status:Completed,"Ready for Review → Completed",2,"2026-05-20 23:08:14"
task,88,status:Completed,"Ready for Review → Completed",2,"2026-05-20 23:09:02"
task,83,commented,"Thanks for make the All Brands page automatic. It does show all recently added b",2,"2026-05-20 23:42:20"
task,83,status:Pending,"Ready for Review → Pending",2,"2026-05-20 23:43:25"
task,83,commented,"The Row 5 works perfect",2,"2026-05-21 00:07:52"
task,76,status:Completed,"Ready for Review → Completed",2,"2026-05-21 00:11:11"
task,76,status:Pending,"Completed → Pending",2,"2026-05-21 00:11:25"
task,76,commented,"""Notify me"" replaced the ""Add to Cart"". But no form pop up to ask for email inpu",2,"2026-05-21 00:12:26"
task,71,status:Completed,"Ready for Review → Completed",2,"2026-05-21 00:13:07"
task,65,status:Completed,"Ready for Review → Completed",2,"2026-05-21 00:22:53"
task,94,"status:Ready for Review","Pending → Ready for Review",1,"2026-05-21 12:32:10"
task,94,status:Completed,"Ready for Review → Completed",2,"2026-05-21 18:58:52"
task,76,uploaded,"Screenshot 2026-05-21 at 12.03.30 PM.png",2,"2026-05-21 19:04:31"
task,76,uploaded,"Screenshot 2026-05-21 at 12.03.57 PM.png",2,"2026-05-21 19:04:43"
task,87,commented,"Checking in this one, as we're uploading more variant colors shortly.
Seems aft",2,"2026-05-21 19:07:49"
task,87,uploaded,"Screenshot 2026-05-21 at 12.06.52 PM.png",2,"2026-05-21 19:07:57"
task,57,commented,"Sent preview email of template ""Shipping Confirmation"" and ""Order Confirmation""",2,"2026-05-21 21:51:04"
task,57,status:Completed,"Ready for Review → Completed",2,"2026-05-21 22:05:42"
task,96,created,"Outbound customer notifications: Order confirmation",2,"2026-05-21 22:26:39"
task,97,created,"Outbound customer notifications: Shipping confirmation",2,"2026-05-21 22:49:40"
task,92,status_changed,"Status changed from Pending to Ready for Review - Track Order button now links to /account/orders",1,"2026-05-25 14:41:22"
task,76,status_changed,"Status changed from Pending to Ready for Review - implementation verified complete",1,"2026-05-25 14:41:22"
task,95,status_change,"Status changed from Pending to Ready for Review. Both Use Case pages built and deployed.",1,"2026-05-26 14:54:49"
task,76,commented,"Yes, ""Notify Me"" is implemented correctly.

My question is, after clicking ""No",2,"2026-05-26 18:46:25"
task,76,status:Completed,"Ready for Review → Completed",2,"2026-05-26 18:46:33"
task,76,status:Pending,"Completed → Pending",2,"2026-05-26 18:46:39"
task,92,commented,"Nothing changed",2,"2026-05-26 18:47:38"
task,92,commented,"Check my attachment video",2,"2026-05-26 18:48:17"
task,92,status:Pending,"Ready for Review → Pending",2,"2026-05-26 18:48:47"
task,92,commented,https://drive.google.com/file/d/1DwxJ-rM4fsUNP4H2LzfweqQ4hTi-vPHK/view?usp=shari,2,"2026-05-26 18:49:33"
task,81,status:Completed,"Pending → Completed",2,"2026-05-26 18:51:28"
task,92,commented,"Sry, please refer to this video link
https://drive.google.com/file/d/1OluWy_4SV",2,"2026-05-26 18:53:36"
task,95,commented,"Recap of today's meeting:

Page 1 — All Use Cases listing

1. Hero Header: ",2,"2026-05-27 18:14:43"
task,95,commented,"Page 2 — Grocery Store deep-dive

1. Hero Header: Add image in right

2. Equ",2,"2026-05-27 18:24:46"
task,98,created,"WSH updated integration with Price Box",2,"2026-05-27 18:32:44"
task,98,uploaded,"Screenshot 2026-05-27 at 11.29.01 AM.png",2,"2026-05-27 18:32:55"
task,98,uploaded,"Screenshot 2026-05-27 at 11.33.15 AM.png",2,"2026-05-27 18:33:44"
task,95,commented,"Page 2 — Grocery Store deep-dive

6. Popular Products: instead of showing the ",2,"2026-05-28 00:19:12"
task,95,uploaded,"Screenshot 2026-05-27 at 5.16.10 PM.png",2,"2026-05-28 00:19:18"
task,85,status:Completed,"Pending → Completed",2,"2026-06-01 18:30:46"
task,87,"status:Ready for Review","Pending -> Ready for Review",1,"2026-06-01 19:02:25"
task,92,"status:Ready for Review","Pending -> Ready for Review",1,"2026-06-01 19:02:25"
task,87,status:Completed,"Ready for Review → Completed",2,"2026-06-02 17:06:56"
task,92,status:Completed,"Ready for Review → Completed",2,"2026-06-02 17:10:11"
task,99,created,"Add SGS Certificate into Metafields >> Product Certificates (JSON format)",2,"2026-06-03 23:13:10"
task,99,uploaded,SGS.png,2,"2026-06-03 23:13:12"
task,99,status_change,"Pending -> Ready for Review (SGS cert added to theme, pushed live)",1,"2026-06-04 10:44:32"
task,99,status:Completed,"Ready for Review → Completed",2,"2026-06-04 16:38:01"
task,95,status:Completed,"Ready for Review → Completed",2,"2026-06-05 17:38:44"
task,76,comment,"Posted proposed Klaviyo hybrid approach + open decision items for client",1,"2026-06-17 16:06:00"
task,90,status_change,"Pending -> Ready for Review (duplicate Free Shipping label removed, pushed live)",1,"2026-06-17 16:09:01"
task,90,status:Completed,"Ready for Review → Completed",2,"2026-07-07 22:15:53"
task,76,commented,"Thanks for the detailed Explanation. For now, don't need to develop further on t",2,"2026-07-07 22:25:35"
task,83,commented,"Following up on this task: 

In the All Brands page, it does show all recently",2,"2026-07-07 22:28:18"
task,89,commented,"Need Updates or if any pending tasks to me",2,"2026-07-07 22:33:48"
task,96,commented,"Need Updates",2,"2026-07-07 22:34:46"
task,97,commented,"Need Updates",2,"2026-07-07 22:35:01"
task,98,commented,"Any updates?",2,"2026-07-07 22:35:22"
task,100,created,"Free Shipping Badge on Category Page",2,"2026-07-16 20:54:07"
task,101,created,"AI ChatBot implemetation",2,"2026-07-16 20:59:42"
task,101,edited,"Metadata updated",2,"2026-07-16 21:36:32"
task,102,created,"Rebate Interface",2,"2026-07-16 21:49:06"
task,102,uploaded,"Screenshot 2026-07-16 at 2.44.10 PM.png",2,"2026-07-16 21:49:08"
task,54,status:Pending,"Completed → Pending",2,"2026-07-16 21:51:30"
task,54,commented,"Since Rupesh asks for the Architecture Consultation page, I bring this task back",2,"2026-07-16 21:54:21"
task,100,uploaded,"Screenshot 2026-07-16 at 2.55.24 PM.png",2,"2026-07-16 21:55:36"
task,103,created,"Klaviyo Marketing Strategy",2,"2026-07-16 22:16:45"
task,97,commented,"Forwarded the Shipping Confirmation template",2,"2026-07-16 23:18:43"
task,96,commented,"Forwarded new templates and advice",2,"2026-07-16 23:30:15"
task,104,created,"Contact Us button in SPP",2,"2026-07-24 16:33:58"
task,104,uploaded,"WhatsApp Image 2026-07-24 at 07.17.59.jpeg",2,"2026-07-24 16:34:12"
task,104,status_changed,"Pending -> Ready for Review (Contact Us + Call Us CTA on zero-price SPP, dev theme)",1,"2026-07-27 15:01:12"
task,100,status_changed,"Status changed from Pending to Ready for Review",1,"2026-07-27 15:45:06"
task,54,status_changed,"Status changed from Pending to Ready for Review",1,"2026-07-27 15:57:54"
task,104,uploaded,"Screenshot 2026-07-27 at 11.34.37 AM.png",2,"2026-07-27 18:34:49"
task,104,commented,"Tested Contact Us button, the inquiry was sent to our store email as attached.",2,"2026-07-27 18:35:37"
task,104,commented,"Please puth this change to the live theme and let me know. Then I'll close this ",2,"2026-07-27 18:37:15"
task,54,commented,"First of all, where are you planning to imbed this page to make it more noticeab",2,"2026-07-27 18:45:43"
task,54,uploaded,"Screenshot 2026-07-27 at 11.39.51 AM.png",2,"2026-07-27 18:46:05"
task,54,uploaded,"Screenshot 2026-07-27 at 11.43.20 AM.png",2,"2026-07-27 18:46:10"
task,54,uploaded,"Screenshot 2026-07-27 at 11.44.03 AM.png",2,"2026-07-27 18:46:15"
task,105,created,"Add more Use Case industry pages. (refer to Task #95 for template detail)",2,"2026-07-27 18:49:36"
task,100,commented,"Ramdonly tested in main collection page and search page,  the Free Shipping badg",2,"2026-07-27 18:54:56"
task,100,uploaded,"Screenshot 2026-07-27 at 11.53.32 AM.png",2,"2026-07-27 18:55:03"
task,104,commented,"Its Pushed",2,"2026-07-27 19:05:44"
task,97,"status:Ready for Review","Pending -> Ready for Review",1,"2026-07-27 19:14:30"
task,96,"status:Ready for Review","Pending -> Ready for Review",1,"2026-07-27 19:14:30"
task,54,status:Pending,"Ready for Review → Pending",2,"2026-07-28 17:55:21"
task,100,status:Pending,"Ready for Review → Pending",2,"2026-07-28 17:56:44"
task,104,status:Completed,"Ready for Review → Completed",2,"2026-07-28 17:58:47"
task,96,commented,"Reviewed updated template, the above 4 things are confirmed done. 
However, sti",2,"2026-07-28 21:48:24"
task,96,uploaded,"Screenshot 2026-07-28 at 2.45.14 PM.png",2,"2026-07-28 21:48:33"
task,97,status:Completed,"Ready for Review → Completed",2,"2026-07-28 22:03:00"
task,106,created,"Outbound customer notifications: Out for delivery",2,"2026-07-28 22:56:30"
task,106,uploaded,"Screenshot 2026-07-28 at 3.56.08 PM.png",2,"2026-07-28 22:56:32"
task,107,created,"Outbound customer notifications: Order Delivered",2,"2026-07-28 23:00:44"
task,107,uploaded,"Screenshot 2026-07-28 at 4.00.30 PM.png",2,"2026-07-28 23:00:46"
task,76,commented,"Here is feedback from Rupesh:

1. For Indian products/variants, if out-of-stoc",2,"2026-07-29 23:23:21"
task,76,uploaded,"Screenshot 2026-07-29 at 4.16.03 PM.png",2,"2026-07-29 23:23:32"
task,76,commented,"Did you push to the ""CF-preWPD - Hiraya Digital Dev Theme""? Nothing changed in t",2,"2026-08-03 22:11:13"
task,76,uploaded,"Screenshot 2026-08-03 at 3.10.04 PM.png",2,"2026-08-03 22:11:30"
task,96,status:Completed,"Ready for Review → Completed",2,"2026-08-03 22:37:54"
task,100,commented,"Don't use emoji in the Free Shipping badge.",2,"2026-08-03 22:41:34"
task,83,commented,"Did you push the code?",2,"2026-08-03 22:42:55"
task,83,uploaded,"Screenshot 2026-08-03 at 3.42.23 PM.png",2,"2026-08-03 22:43:03"
task,105,commented,"Added theme editor URLs for all 8 industry pages",1,"2026-08-04 16:01:02"
task,105,status,"Status changed from Pending to Ready for Review",1,"2026-08-04 16:01:02"
task,195,created,"Task created and set to Ready for Review",1,"2026-08-04 17:05:14"
task,196,created,"Task created and set to Ready for Review",1,"2026-08-04 17:06:09"
task,197,created,"Task created and set to Ready for Review",1,"2026-08-04 17:06:46"
task,76,commented,"Checked Live theme, nothing changed in SPP. Seems you modified the product card ",2,"2026-08-04 22:47:20"
task,76,status:Pending,"Ready for Review → Pending",2,"2026-08-04 22:47:28"
task,83,commented,"Totally bad",2,"2026-08-04 22:49:25"
task,83,status:Pending,"Ready for Review → Pending",2,"2026-08-04 22:49:30"
task,100,status:Completed,"Ready for Review → Completed",2,"2026-08-04 22:52:18"
task,83,uploaded,"Screenshot 2026-08-04 at 3.48.09 PM.png",2,"2026-08-04 22:53:39"
task,109,created,"L2 Mega collections for all L2 category pages",2,"2026-08-04 22:59:17"
task,101,edited,"Metadata updated",2,"2026-08-04 23:00:37"
task,105,commented,"Those single pages are working.
Now only need to bring back the ""All Use Cases""",2,"2026-08-04 23:14:04"
task,83,status:Completed,"Pending → Completed",2,"2026-08-06 17:48:43"
task,108,status:Completed,"Ready for Review → Completed",2,"2026-08-06 17:50:22"
task,105,status:Completed,"Ready for Review → Completed",2,"2026-08-06 17:52:05"
