task_id,title,task_type,priority,status,classification,created_at,started_at,completed_at,eta_date,deadline,comment_count,first_comment,last_comment,classification_reason,description_excerpt
100,Free Shipping Badge on Category Page,UI Change,High,Completed,COMPLETED,2026-07-16 20:54:07,,2026-07-27 15:45:06,,,6,2026-07-27 15:45:06,2026-08-04 15:03:32,,
101,AI ChatBot implemetation,Feature,High,Pending,BACKLOG,2026-07-16 20:59:42,,,,,0,,,AI chatbot backend exists at cf-chatbot.hiraya.digital; floating widget currently hidden in theme; no comments on this task,
102,Rebate Interface,Feature,Medium,Pending,BACKLOG,2026-07-16 21:49:06,,,,,0,,,New feature request; no expected_behavior or spec; no prior discussion in tracker,"Can we design an interface/workflow for Rebate? Below collection include products eligible for rebates. Basic logic is when any product is added in the Shopify Invoice, we get reminded that product is"
103,Klaviyo Marketing Strategy,Feature,Low,Pending,WAITING_FOR_CLIENT,2026-07-16 22:16:45,,,,,0,,,"Task is explicitly ""a reminder to present us the Klaviyo strategy you mentioned""; Klaviyo is not yet integrated in Shopify",This task is only a reminder to present us the Klaviyo strategy you mentioned in the meeting. Need to see improvements
104,Contact Us button in SPP,Bug,High,Completed,COMPLETED,2026-07-24 16:33:58,2026-07-27 15:01:12,2026-07-28 17:58:47,,,5,2026-07-27 15:01:12,2026-07-27 19:05:44,,
105,Add more Use Case industry pages. (refer to Task #95 for template detail),Feature,Medium,Completed,COMPLETED,2026-07-27 18:49:36,,2026-08-06 17:52:05,,,2,2026-08-04 16:01:02,2026-08-04 23:14:04,,"Apply cf-industry-hub template to all industry use-case pages listed on the homepage, modeled on the Grocery Store page Jielin built.  COMPLETED (2026-08-04): • Pizza Restaurants (/pages/cf-pizza-rest"
106,Outbound customer notifications: Out for delivery,Feature,Low,Pending,BACKLOG,2026-07-28 22:56:30,,,,,0,,,Low priority; email template improvements documented; no implementation started,"Please check the forwarded preview email of Out for delivery template.  Changes we want: 1. Fix the issue of broken CFI logo 2. Don't use emoji 3. Move up ""SHIPPING TO"" section in new template up befo"
107,Outbound customer notifications: Order Delivered,Feature,Low,Pending,BACKLOG,2026-07-28 23:00:44,,,,,0,,,Low priority; email template improvements documented; no implementation started,"Please check the forwarded preview email of Order Delivered template.  Changes we want:  1. Fix the issue of broken CFI logo 2. Don't use emoji 3. Add ""SHIPPING TO"" section in new template up before i"
108,Brands Page — hardcode A-Z grid for instant load,Feature,Medium,Completed,COMPLETED,2026-08-04 17:06:46,,2026-08-06 17:50:22,,,1,2026-08-04 17:06:46,2026-08-04 17:06:46,,The All Brands A-Z grid was loading slowly because JavaScript was paginating through /products.json on every cache miss (fetching 250 products per call across multiple pages) to collect vendor names b
109,L2 Mega collections for all L2 category pages,Bug,Medium,Pending,ACTIVE_PRIORITY,2026-08-04 22:59:17,,,,,0,,,Architecture fully designed and approved 2026-08-11 (SESSION-HANDOVER.md); Storefront API POC confirmed; code not yet written,"As per dicussed, switch current L2 categories to Mega collections. Check doc for corresponding L2 Mega Collection names.  https://docs.google.com/spreadsheets/d/19WAAJIaE4FtQTUkML5om_n0B4jKMXDucmI_pI9"
